Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
63656d7f0820c60c5459683a,603586b312863f6333cb8492,APPROVED,2022-11-04T19:52:33.859000Z,2022-11-04T19:54:00.245000Z,2022-11-08T20:00:42.480000,2022-11-04T19:54:02.920277Z,87,C4DAS9DL,2404,37,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63656d9a21d92aab22200d66,5e441ce319a8840160a4ba48,APPROVED,2022-11-04T19:53:01.605000Z,2022-11-04T19:54:54.360000Z,2022-11-08T20:00:42.590000,2022-11-04T19:54:54.745225Z,113,C4DAS9DL,428,68,Female,White,United States,United States,Germany,English,DATA_EXPIRED,DATA_EXPIRED
63656da0ed7d5c7c155bbcc1,6106dff95e2948f146c25d10,APPROVED,2022-11-04T19:53:05.866000Z,2022-11-04T19:54:13.915000Z,2022-11-08T20:00:42.701000,2022-11-04T19:54:15.545813Z,69,C4DAS9DL,1208,22,Female,White,United States,United States,United States,English,Yes,Part-Time
63656dbe63188fd4028b642f,610824959b488e57fa8a4a33,APPROVED,2022-11-04T19:53:36.706000Z,2022-11-04T19:54:35.396000Z,2022-11-08T20:00:42.813000,2022-11-04T19:54:35.788375Z,59,C4DAS9DL,1643,45,Female,White,United States,United States,United States,English,No,Full-Time
63656dc2ad33de07e75bbd23,6129496a59a1902bba202a45,APPROVED,2022-11-04T19:53:41.507000Z,2022-11-04T19:55:10.617000Z,2022-11-08T20:00:42.929000,2022-11-04T19:55:11.178703Z,90,C4DAS9DL,131,22,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
63656dc35c0056e7ee202967,627936b58e6416782149ddcb,APPROVED,2022-11-04T19:53:42.230000Z,2022-11-04T19:55:34.596000Z,2022-11-08T20:00:43.047000,2022-11-04T19:55:36.084639Z,113,C4DAS9DL,562,23,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63656dc6996d119a66cbc846,60ff03cfba1752ff98b993b1,APPROVED,2022-11-04T19:53:45.436000Z,2022-11-04T19:54:55.714000Z,2022-11-08T20:00:43.166000,2022-11-04T19:54:56.123772Z,71,C4DAS9DL,416,22,Female,White,United States,United States,United States,English,Yes,Other
63656dc74616b361a26b9bcc,6266d22a69f1427406d383a2,APPROVED,2022-11-04T19:53:54.247000Z,2022-11-04T19:55:36.249000Z,2022-11-08T20:00:43.279000,2022-11-04T19:55:37.005210Z,103,C4DAS9DL,576,52,Female,White,United States,United States,Italy,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63656dd13be7e3076d749aed,6102f78ac1791768db58ed54,APPROVED,2022-11-04T19:53:56.661000Z,2022-11-04T19:55:41.118000Z,2022-11-08T20:00:43.394000,2022-11-04T19:55:41.558284Z,105,C4DAS9DL,1220,23,Female,White,United States,United States,United States,English,Yes,Other
63656dd85722479ccb538899,5d3356323e1190001909339b,APPROVED,2022-11-04T19:54:10.754000Z,2022-11-04T19:57:02.860000Z,2022-11-08T20:00:43.527000,2022-11-04T19:57:03.284499Z,173,C4DAS9DL,1723,63,Female,White,United States,United States,United States,English,No,Part-Time
63656dddad53479aa4adb853,626c10f079cdf71ed9128bfd,APPROVED,2022-11-04T19:54:07.933000Z,2022-11-04T19:55:46.296000Z,2022-11-08T20:00:43.646000,2022-11-04T19:55:46.700469Z,99,C4DAS9DL,757,48,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
63656de6b347a2148a41aec5,5f1cdd88ea92af5be7cc9cd9,APPROVED,2022-11-04T19:54:19.804000Z,2022-11-04T19:56:21.684000Z,2022-11-08T20:00:43.768000,2022-11-04T19:56:22.050624Z,122,C4DAS9DL,504,DATA_EXPIRED,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63656e090841df57d160aad6,5f4c4dd50a92c286c1972f06,APPROVED,2022-11-04T19:54:52.255000Z,2022-11-04T19:55:47.994000Z,2022-11-08T20:00:43.882000,2022-11-04T19:55:48.334469Z,56,C4DAS9DL,2329,26,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63656e0a33b5c788b46de6f5,5d18251e19c4900016c01035,APPROVED,2022-11-04T19:54:54.416000Z,2022-11-04T19:56:54.364000Z,2022-11-08T20:00:43.993000,2022-11-04T19:56:54.712455Z,120,C4DAS9DL,2156,37,Female,White,United States,United States,United States,English,No,Full-Time
63656e0b93359005f44d3003,5cc27fab9402ad001ac3a494,APPROVED,2022-11-04T19:54:53.897000Z,2022-11-04T19:59:02.459000Z,2022-11-08T20:00:44.109000,2022-11-04T19:59:02.823669Z,249,C4DAS9DL,2076,24,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
63656e0e3c93429a7bf9858a,614f23fabc0fcaa3cdfb9e05,APPROVED,2022-11-04T19:54:56.501000Z,2022-11-04T19:56:17.640000Z,2022-11-08T20:00:44.265000,2022-11-04T19:56:18.012424Z,82,C4DAS9DL,2057,46,Female,White,United States,United States,United States,English,No,Part-Time
63656e1a0ad2a45326ed0415,5f6fd71189a12b5a36b86cc1,APPROVED,2022-11-04T19:55:09.565000Z,2022-11-04T19:57:06.156000Z,2022-11-08T20:00:44.406000,2022-11-04T19:57:06.681991Z,117,C4DAS9DL,1469,54,Female,White,United States,United States,United States,English,No,Part-Time
63656e1be9a542f858d03bf1,6310d1ed7f4d3049ba540f3c,APPROVED,2022-11-04T19:55:57.997000Z,2022-11-04T19:58:22.622000Z,2022-11-08T20:00:44.557000,2022-11-04T19:58:23.656029Z,145,C4DAS9DL,370,38,Female,White,United States,United States,United States,English,No,Full-Time
63656e21165faf64154d3088,5f121091e95fdc03b5e897d0,APPROVED,2022-11-04T19:55:17.867000Z,2022-11-04T19:57:11.522000Z,2022-11-08T20:00:44.708000,2022-11-04T19:57:12.008967Z,114,C4DAS9DL,1062,29,Female,White,United States,United States,United States,English,Yes,Full-Time
63656e35a02635eb3541ae3d,5b060d9e68eff50001d1a2c1,APPROVED,2022-11-04T19:55:36.515000Z,2022-11-04T19:56:46.473000Z,2022-11-08T20:00:44.851000,2022-11-04T19:56:46.960479Z,70,C4DAS9DL,1696,37,Female,Mixed,United States,United States,United States,English,No,Full-Time
63656e44e11e135b4039f499,5add6b6aeb60400001536f2c,APPROVED,2022-11-04T19:55:54.457000Z,2022-11-04T19:59:19.354000Z,2022-11-08T20:00:45.022000,2022-11-04T19:59:19.791192Z,205,C4DAS9DL,2651,69,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63656e4e0d1541e04b6de70e,5bad8fc39c0cc900017a6a28,APPROVED,2022-11-04T19:56:01.604000Z,2022-11-04T20:00:32.784000Z,2022-11-08T20:00:45.166000,2022-11-04T20:00:33.144016Z,272,C4DAS9DL,1120,33,Female,White,United States,United States,United States,English,No,Full-Time
